"ID","Age_Retired","Last_Salary","Retirement_Savings","Monthly_Benefit","Replacement_Rate"
9411,64,3573,137837.23,773.55,"21.6%"
9412,67,10735,371565.49,2085.25,"19.4%"
9413,64,2158,93109.43,522.54,"24.2%"
9414,64,4290,164776.17,924.73,"21.6%"
9415,63,4916,202413.99,1135.96,"23.1%"
9416,62,4180,175187.53,983.16,"23.5%"
9417,68,5380,187376.43,1051.57,"19.5%"
9418,67,7590,303532.39,1703.44,"22.4%"
9419,62,8726,316166.83,1774.35,"20.3%"
9420,60,6511,223889.81,1256.48,"19.3%"
9422,64,4677,181349.16,1017.74,"21.8%"
9423,68,9878,339327.23,1904.33,"19.3%"
9424,64,2522,97360.23,546.39,"21.7%"
9425,68,2694,123806.81,694.81,"25.8%"
9426,67,6262,223379.35,1253.62,"20.0%"
9428,60,3148,131056.12,735.49,"23.4%"
9429,66,3623,157867.06,885.96,"24.5%"
9430,60,15315,541478.11,3038.81,"19.8%"
9431,65,2313,102419.96,574.79,"24.9%"
9432,62,5032,205695.31,1154.37,"22.9%"
9433,68,5447,201395.25,1130.24,"20.7%"
9434,60,4618,175866.09,986.97,"21.4%"
9435,61,5087,181901.26,1020.84,"20.1%"
9436,67,4957,166675.54,935.39,"18.9%"
9437,68,7708,260688.21,1463,"19.0%"
9438,67,5397,178115.73,999.6,"18.5%"
9439,68,2168,80788.82,453.39,"20.9%"
9440,64,5316,177426.62,995.73,"18.7%"
9441,63,5945,230211.54,1291.96,"21.7%"
9442,64,2336,92206.74,517.47,"22.2%"
9443,67,5873,202169.5,1134.59,"19.3%"
9444,65,5328,176725.32,991.79,"18.6%"
9445,68,10235,370045.07,2076.72,"20.3%"
9446,61,3464,146293.26,821.01,"23.7%"
9447,60,3713,159328.45,894.16,"24.1%"
9448,65,2336,96872.29,543.65,"23.3%"
9449,65,6997,257267.51,1443.8,"20.6%"
9450,65,7865,269609.28,1513.06,"19.2%"
9451,62,10846,376063.46,2110.49,"19.5%"
9452,64,4201,168079.62,943.27,"22.5%"
9454,63,3919,157386.31,883.26,"22.5%"
9455,66,5174,188395.01,1057.28,"20.4%"
9456,60,12805,425239.05,2386.47,"18.6%"
9457,61,5841,228676.16,1283.34,"22.0%"
9458,60,1834,91277.04,512.25,"27.9%"
9459,67,5710,207908.63,1166.8,"20.4%"
9460,67,4689,185707.81,1042.2,"22.2%"
9461,65,4431,177665.47,997.07,"22.5%"
9462,62,9050,310973.78,1745.2,"19.3%"
9463,64,3142,118921.59,667.4,"21.2%"
9464,61,5708,184327.46,1034.46,"18.1%"
9465,66,3247,143954.65,807.88,"24.9%"
9466,60,6322,229915.82,1290.3,"20.4%"
9467,61,3656,148532.19,833.57,"22.8%"
9468,64,8331,312595.09,1754.3,"21.1%"
9469,64,2993,115313.54,647.15,"21.6%"
9470,64,6267,212742.23,1193.92,"19.1%"
9471,62,2981,112373.92,630.65,"21.2%"
9472,64,3746,155517.81,872.78,"23.3%"
9474,63,5437,202225.96,1134.9,"20.9%"
9475,61,11047,356731.48,2002,"18.1%"
9476,63,1875,97279.76,545.94,"29.1%"
9478,62,1921,74892.42,420.3,"21.9%"
9479,68,5807,198610.5,1114.61,"19.2%"
9480,66,6381,213407.63,1197.66,"18.8%"
9482,60,2150,80794.69,453.42,"21.1%"
9484,68,7453,292956.55,1644.09,"22.1%"
9485,64,2974,146540.65,822.4,"27.7%"
9486,62,6958,243707.39,1367.7,"19.7%"
9487,65,2648,104954.53,589.01,"22.2%"
9488,68,2301,111592.92,626.27,"27.2%"
9489,62,2386,96485.14,541.48,"22.7%"
9490,65,5203,202023.05,1133.77,"21.8%"
9491,65,4015,181120.7,1016.46,"25.3%"
9492,60,2184,82035.1,460.39,"21.1%"
9493,68,1892,87080.87,488.7,"25.8%"
9495,66,4747,188165.94,1056,"22.2%"
9496,65,11661,378877.12,2126.28,"18.2%"
9497,66,4668,170904.62,959.13,"20.5%"
9498,68,3923,171569.79,962.86,"24.5%"
9499,64,3628,136573.48,766.46,"21.1%"
9500,65,14822,457199.11,2565.83,"17.3%"
9501,61,9223,328857.94,1845.57,"20.0%"
9503,60,3183,139810.3,784.62,"24.7%"
9504,61,2646,112025.57,628.69,"23.8%"
9505,64,3910,164448.96,922.9,"23.6%"
9506,64,2030,68834.67,386.3,"19.0%"
9507,60,4465,158408.21,889,"19.9%"
9508,65,4773,185337.44,1040.13,"21.8%"
9509,60,3005,103374.08,580.14,"19.3%"
9510,65,2461,112210.73,629.73,"25.6%"
9511,66,5970,226722.33,1272.38,"21.3%"
9512,68,10452,342041.78,1919.56,"18.4%"
9513,62,6710,245533.6,1377.95,"20.5%"
9514,67,3592,147600.09,828.34,"23.1%"
9515,68,4227,188767.46,1059.37,"25.1%"
9516,63,4024,140704.75,789.64,"19.6%"
9517,65,4065,170443.91,956.54,"23.5%"
9518,63,4723,160512.43,900.81,"19.1%"
9519,60,8237,295593.79,1658.89,"20.1%"
9520,68,7235,271940.56,1526.15,"21.1%"
9521,65,11362,384314.54,2156.8,"19.0%"
9522,67,7100,255738.85,1435.22,"20.2%"
9523,60,3244,127450.98,715.26,"22.0%"
9524,65,5445,222475.18,1248.54,"22.9%"
9525,60,4362,185155.87,1039.11,"23.8%"
9526,64,4585,174331.78,978.36,"21.3%"
9527,68,3946,147716.71,829,"21.0%"
9528,67,3508,112203.12,629.69,"18.0%"
9529,62,3117,108970.9,611.55,"19.6%"
9530,65,4731,180644.9,1013.79,"21.4%"
9532,65,6742,233958.9,1312.99,"19.5%"
9533,67,3435,142259.94,798.37,"23.2%"
9534,67,5431,214400.75,1203.23,"22.2%"
9536,62,2205,92810.98,520.86,"23.6%"
9537,66,5231,179141.06,1005.35,"19.2%"
9538,62,2683,96811.16,543.31,"20.3%"
9540,66,2365,76031.22,426.69,"18.0%"
9541,64,4705,166181.05,932.62,"19.8%"
9542,67,6292,230688.9,1294.64,"20.6%"
9543,65,2015,112778.41,632.92,"31.4%"
9544,65,7295,265769.53,1491.51,"20.4%"
9545,65,4914,153694.28,862.54,"17.6%"
9546,63,2297,91983.23,516.22,"22.5%"
9547,64,7669,287990.48,1616.22,"21.1%"
9548,60,5174,174931.64,981.73,"19.0%"
9550,63,7180,261500.33,1467.56,"20.4%"
9551,66,2206,92338.9,518.21,"23.5%"
9553,65,6017,208160.64,1168.21,"19.4%"
9554,60,5305,193768,1087.44,"20.5%"
9555,63,3311,138332.34,776.33,"23.4%"
9556,62,5186,177752.46,997.56,"19.2%"
9557,66,5478,222142.09,1246.67,"22.8%"
9558,60,23233,785106.8,4406.07,"19.0%"
9559,61,6921,232151.26,1302.85,"18.8%"
9561,62,2338,77764.01,436.42,"18.7%"
9562,62,5446,184216.15,1033.83,"19.0%"
9563,61,5123,198769.95,1115.51,"21.8%"
9564,61,6551,255405.66,1433.35,"21.9%"
9565,67,2410,121859.59,683.88,"28.4%"
9568,62,7108,227538.58,1276.96,"18.0%"
9569,64,5054,185247.32,1039.62,"20.6%"
9570,64,5699,225332.29,1264.58,"22.2%"
9571,63,6873,226092.44,1268.84,"18.5%"
9572,66,6355,260547.25,1462.21,"23.0%"
9574,60,7006,268965.89,1509.45,"21.5%"
9575,60,2319,90893.88,510.1,"22.0%"
9576,60,2736,98462.21,552.58,"20.2%"
9578,67,3182,134832.55,756.69,"23.8%"
9579,61,5396,218121.21,1224.11,"22.7%"
9580,67,7186,258320,1449.71,"20.2%"
9581,62,2988,141960.76,796.69,"26.7%"
9582,63,6546,224590.15,1260.41,"19.3%"
9583,62,8574,298147.83,1673.22,"19.5%"
9585,61,4257,181671.27,1019.55,"23.9%"
9586,65,3894,131324.93,737,"18.9%"
9587,60,3676,166149.05,932.44,"25.4%"
9588,60,2828,99661.96,559.31,"19.8%"
9589,66,4284,188323.42,1056.88,"24.7%"
9590,63,6556,244175.09,1370.33,"20.9%"
9591,66,3312,110469.76,619.96,"18.7%"
9593,60,9182,310404.68,1742.01,"19.0%"
9594,67,8056,293117.7,1644.99,"20.4%"
9595,65,6788,270840.86,1519.98,"22.4%"
9596,66,2900,119215.63,669.05,"23.1%"
9598,66,3425,142921.09,802.08,"23.4%"
9599,61,2272,86386.16,484.8,"21.3%"
9600,62,3498,124479.68,698.59,"20.0%"
9601,61,6376,207112.36,1162.33,"18.2%"
9602,65,10479,381489.87,2140.94,"20.4%"
9604,67,3753,144770.95,812.46,"21.6%"
9605,67,5740,212610.45,1193.18,"20.8%"
9606,65,4463,183858.03,1031.82,"23.1%"
9607,63,3289,125310.18,703.25,"21.4%"
9608,65,3980,138306.82,776.19,"19.5%"
9609,62,9006,305619.58,1715.16,"19.0%"
9610,67,4339,170962.47,959.45,"22.1%"
9612,62,4453,164201.63,921.51,"20.7%"
9613,66,7901,288977.25,1621.76,"20.5%"
9614,62,3586,154492.25,867.02,"24.2%"
9615,66,5136,186857.34,1048.65,"20.4%"
9616,67,3734,131914.99,740.31,"19.8%"
9617,60,5214,163422.39,917.14,"17.6%"
9618,62,5510,182781.19,1025.78,"18.6%"
9619,63,10158,356290.12,1999.52,"19.7%"
9620,61,3802,131948.34,740.5,"19.5%"
9621,64,12867,447190.67,2509.66,"19.5%"
9622,61,4366,185422.6,1040.6,"23.8%"
9623,64,4550,165136.8,926.76,"20.4%"
9624,61,5394,219282.08,1230.62,"22.8%"
9625,68,6165,195824.68,1098.98,"17.8%"
9626,63,4322,184452.76,1035.16,"24.0%"
9627,65,3634,146573.71,822.58,"22.6%"
9628,61,2403,115611.23,648.82,"27.0%"
9629,65,7977,291096.05,1633.65,"20.5%"
9631,63,5349,201565.1,1131.2,"21.1%"
9633,68,7191,298797.85,1676.87,"23.3%"
9634,64,5474,201209.01,1129.2,"20.6%"
9635,66,4917,206524.07,1159.03,"23.6%"
9636,62,3842,140030.03,785.86,"20.5%"
9637,65,4075,167273.83,938.75,"23.0%"
9638,66,3152,146279.94,820.93,"26.0%"
9639,60,6115,235881.19,1323.78,"21.6%"
9640,63,2721,113907.19,639.25,"23.5%"
9642,66,7498,252998.09,1419.84,"18.9%"
9643,61,2274,112536.02,631.56,"27.8%"
9644,62,6297,249028.46,1397.56,"22.2%"
9645,62,5326,199241.09,1118.15,"21.0%"
9646,63,2931,109496.29,614.5,"21.0%"
9647,65,3744,154641.91,867.86,"23.2%"
9648,68,4672,174562.35,979.65,"21.0%"
9649,63,5624,215047.21,1206.86,"21.5%"
9650,63,3966,159138.47,893.09,"22.5%"
9651,62,3581,159408.12,894.61,"25.0%"
9652,60,3308,148891.08,835.59,"25.3%"
9653,68,14075,482103.14,2705.59,"19.2%"
9654,63,3605,124784.67,700.3,"19.4%"
9655,66,4352,164999.82,925.99,"21.3%"
9656,68,5988,209469.24,1175.55,"19.6%"
9657,66,13539,470863.26,2642.51,"19.5%"
9658,66,1827,89703.73,503.42,"27.6%"
9660,63,4011,171171.59,960.63,"23.9%"
9661,63,2811,118110.67,662.84,"23.6%"
9663,65,3641,163568.44,917.96,"25.2%"
9664,63,8583,335962.36,1885.44,"22.0%"
9665,60,7098,276644.45,1552.55,"21.9%"
9666,60,9068,284235.71,1595.15,"17.6%"
9667,63,3024,111994.86,628.52,"20.8%"
9668,67,5798,196053.38,1100.26,"19.0%"
9669,60,3013,137249.46,770.25,"25.6%"
9670,60,9061,330006.24,1852.02,"20.4%"
9671,65,5688,183383.75,1029.16,"18.1%"
9673,61,2759,119576.45,671.07,"24.3%"
9674,68,2095,106799.4,599.36,"28.6%"
9675,68,1812,68228.11,382.9,"21.1%"
9676,67,7281,243501.83,1366.55,"18.8%"
9677,60,2594,106925.68,600.07,"23.1%"
9678,64,2988,97620.41,547.85,"18.3%"
9679,66,2907,121716.75,683.08,"23.5%"
9680,62,6842,260324.46,1460.96,"21.4%"
9681,67,5839,202815.23,1138.21,"19.5%"
9682,66,5891,196608.69,1103.38,"18.7%"
9683,60,3763,160656.49,901.61,"24.0%"
9684,62,4675,182088.89,1021.89,"21.9%"
9685,65,5175,199754.57,1121.03,"21.7%"
9686,67,2882,138150.93,775.31,"26.9%"
9687,64,5571,199105.08,1117.39,"20.1%"
9688,63,3278,158424.34,889.09,"27.1%"
9689,66,3309,115604,648.78,"19.6%"
9690,62,6897,250859.96,1407.84,"20.4%"
9691,65,4845,174811.17,981.05,"20.2%"
9692,65,3307,119958.11,673.21,"20.4%"
9693,67,5033,200942.65,1127.7,"22.4%"
9694,62,2843,140722.69,789.74,"27.8%"
9695,65,3569,145952.88,819.1,"23.0%"
9696,62,11117,360333.32,2022.21,"18.2%"
9697,64,3811,171300.06,961.35,"25.2%"
9698,63,4138,139746.1,784.26,"19.0%"
9699,67,3665,129229.09,725.24,"19.8%"
9700,64,5233,184182.72,1033.64,"19.8%"
9701,67,3890,153294.53,860.3,"22.1%"
9702,68,2757,114341.78,641.69,"23.3%"
9703,61,8767,308750.8,1732.73,"19.8%"
9704,63,9262,339897.32,1907.52,"20.6%"
9705,61,8008,268174.21,1505.01,"18.8%"
9706,63,5703,204490.53,1147.61,"20.1%"
9707,68,4909,177779.13,997.71,"20.3%"
9708,62,3107,149556.69,839.32,"27.0%"
9709,63,6541,239224.74,1342.54,"20.5%"
9710,63,3217,122110.38,685.29,"21.3%"
9711,66,6638,246957.91,1385.94,"20.9%"
9713,62,4618,179517.32,1007.46,"21.8%"
9714,67,8239,308768.42,1732.83,"21.0%"
9715,67,8425,311700.87,1749.28,"20.8%"
9716,67,4425,187308.54,1051.19,"23.8%"
9717,61,10138,392477.41,2202.61,"21.7%"
9718,60,5482,189559.26,1063.82,"19.4%"
9719,60,3531,123093.77,690.81,"19.6%"
9720,64,8116,302057.93,1695.17,"20.9%"
9723,66,6870,252851.48,1419.02,"20.7%"
9725,60,4363,170762.29,958.33,"22.0%"
9726,62,5484,213499.75,1198.17,"21.8%"
9727,61,13746,468594.94,2629.78,"19.1%"
9728,62,5095,189016.15,1060.77,"20.8%"
9729,62,2099,102257.94,573.88,"27.3%"
9730,61,3199,142726.89,800.99,"25.0%"
9731,65,2204,79632.61,446.9,"20.3%"
9733,65,4330,171973,965.12,"22.3%"
9734,67,4504,190070.38,1066.69,"23.7%"
9737,65,4470,159293.96,893.97,"20.0%"
9738,60,6080,207767.31,1166,"19.2%"
9739,68,5039,176193.19,988.81,"19.6%"
9740,63,4012,147488.99,827.72,"20.6%"
9741,60,5347,207201.59,1162.83,"21.7%"
9742,63,3405,105580.82,592.53,"17.4%"
9743,60,2259,90966.13,510.51,"22.6%"
9744,67,2996,111666.43,626.68,"20.9%"
9745,63,4819,161806.66,908.07,"18.8%"
9746,62,3300,143949.25,807.85,"24.5%"
9747,61,2818,103458.57,580.62,"20.6%"
9748,61,3251,134409.8,754.32,"23.2%"
9749,67,4042,168941.09,948.11,"23.5%"
9751,63,5061,205879.06,1155.41,"22.8%"
9752,66,2372,114993.27,645.35,"27.2%"
9753,63,3274,104849.38,588.42,"18.0%"
9754,65,5604,231378.57,1298.51,"23.2%"
9755,66,11495,392941.68,2205.21,"19.2%"
9756,66,9708,351929.73,1975.05,"20.3%"
9757,66,3478,121558.89,682.2,"19.6%"
9758,66,1766,72997.21,409.66,"23.2%"
9759,65,6128,198764.57,1115.48,"18.2%"
9760,64,4276,143501.95,805.34,"18.8%"
9761,61,7500,239142.68,1342.08,"17.9%"
9762,65,6056,258050.16,1448.19,"23.9%"
9765,64,5460,185540.89,1041.27,"19.1%"
9766,68,5401,226767.69,1272.63,"23.6%"
9767,60,3918,136255.72,764.68,"19.5%"
9768,61,4095,174630.49,980.04,"23.9%"
9769,65,5533,207498.03,1164.49,"21.0%"
9770,67,7749,268905.06,1509.11,"19.5%"
9771,67,3679,129563.4,727.12,"19.8%"
9772,67,2926,117035.22,656.81,"22.4%"
9773,68,7123,288152.59,1617.13,"22.7%"
9774,67,2656,97289.32,545.99,"20.6%"
9775,65,5180,197662.29,1109.29,"21.4%"
9776,66,6247,245221.2,1376.2,"22.0%"
9777,64,7590,264697.06,1485.5,"19.6%"
9778,63,5860,236107.71,1325.05,"22.6%"
9779,60,8729,291191.51,1634.18,"18.7%"
9780,65,3196,126400.65,709.37,"22.2%"
9781,65,3832,161264.29,905.03,"23.6%"
9782,62,2524,99916.68,560.74,"22.2%"
9783,62,2603,130789.55,734,"28.2%"
9784,61,6776,236664.7,1328.18,"19.6%"
9785,63,4960,208254.53,1168.74,"23.6%"
9786,61,5361,222030.74,1246.05,"23.2%"
9787,60,8791,325819.38,1828.52,"20.8%"
9788,61,2339,94084.08,528.01,"22.6%"
9789,64,4972,200855.28,1127.21,"22.7%"
9791,67,3402,110583.1,620.6,"18.2%"
9792,64,4802,169722.44,952.49,"19.8%"
9793,68,2494,121777.96,683.43,"27.4%"
9794,63,4500,168270,944.34,"21.0%"
9795,63,6525,243280.29,1365.3,"20.9%"
9796,67,5018,173170.99,971.85,"19.4%"
9798,67,6909,218607.2,1226.84,"17.8%"
9800,65,2738,98397.97,552.22,"20.2%"
9801,62,5071,204859.24,1149.68,"22.7%"
9802,64,4538,192223.69,1078.77,"23.8%"
9803,67,8315,286307.08,1606.77,"19.3%"
9804,61,2303,107509.34,603.35,"26.2%"
9805,67,3767,123609.92,693.71,"18.4%"
9806,64,3125,121149.66,679.9,"21.8%"
9807,61,2271,97976.2,549.85,"24.2%"
9808,62,2989,150094.38,842.34,"28.2%"
9809,61,6763,212897.93,1194.8,"17.7%"
9810,66,2985,99478.9,558.28,"18.7%"
9811,64,1886,106235.52,596.2,"31.6%"
9813,62,6631,235027.02,1318.99,"19.9%"
9814,66,9424,326251.35,1830.94,"19.4%"
9815,64,2133,94645.38,531.16,"24.9%"
9816,67,1947,93453.63,524.47,"26.9%"
9817,64,11618,389991.37,2188.66,"18.8%"
9818,63,4111,187317.15,1051.24,"25.6%"
9819,63,5009,193865.06,1087.98,"21.7%"
9820,62,11814,397943.62,2233.28,"18.9%"
9821,61,3332,111307.01,624.66,"18.7%"
9823,67,7660,263538.19,1478.99,"19.3%"
9824,61,13169,431676.05,2422.59,"18.4%"
9825,68,3073,134495.44,754.8,"24.6%"
9826,61,7574,256028.02,1436.84,"19.0%"
9827,64,4324,165837.56,930.69,"21.5%"
9828,61,3072,126159.97,708.02,"23.0%"
9829,65,3507,142482.28,799.62,"22.8%"
9830,68,4774,177559.04,996.47,"20.9%"
9832,65,3022,141962.44,796.7,"26.4%"
9833,64,2447,107236.68,601.82,"24.6%"
9834,64,2700,124271.88,697.42,"25.8%"
9835,62,4848,173631.39,974.43,"20.1%"
9836,62,6771,219646.3,1232.67,"18.2%"
9837,62,3780,161023.79,903.68,"23.9%"
9838,65,8128,272643.9,1530.09,"18.8%"
9839,60,3700,140143.86,786.5,"21.3%"
9840,67,2308,85109.22,477.64,"20.7%"
9841,61,5122,181864.58,1020.64,"19.9%"
9843,66,3512,121317.54,680.84,"19.4%"
9844,60,1344,86631.7,486.18,"36.2%"
9845,65,4349,187897.53,1054.49,"24.2%"
9846,66,4080,149093.78,836.72,"20.5%"
9847,61,1616,72534.16,407.07,"25.2%"
9848,67,4499,151341.78,849.34,"18.9%"
9849,62,2718,118725.63,666.3,"24.5%"
9850,62,5014,192757.15,1081.76,"21.6%"
9851,62,3956,143420.67,804.89,"20.3%"
9852,67,4722,150594.09,845.14,"17.9%"
9853,63,5661,225636.99,1266.29,"22.4%"
9854,68,3924,136228.95,764.53,"19.5%"
9856,61,7161,273836.2,1536.79,"21.5%"
9857,62,3794,157869.12,885.97,"23.4%"
9858,62,3886,165053.83,926.29,"23.8%"
9859,66,2851,122022.55,684.8,"24.0%"
9860,62,4419,162055.15,909.46,"20.6%"
9861,65,6664,254066.71,1425.84,"21.4%"
9862,66,4579,172175.18,966.26,"21.1%"
9863,66,2392,84151.8,472.27,"19.7%"
9864,63,6203,233771.93,1311.94,"21.2%"
9865,65,3772,159891,897.32,"23.8%"
9866,65,7110,286447.95,1607.56,"22.6%"
9867,63,5119,202768.48,1137.95,"22.2%"
9868,61,3159,156417.09,877.82,"27.8%"
9869,63,3310,138641.14,778.06,"23.5%"
9870,64,4318,153672.62,862.42,"20.0%"
9872,61,5493,212478.34,1192.44,"21.7%"
9873,64,8018,316562.78,1776.57,"22.2%"
9874,60,4061,164222.01,921.62,"22.7%"
9875,63,3541,150040.28,842.04,"23.8%"
9876,63,4212,182647.13,1025.03,"24.3%"
9877,65,4637,165118.44,926.65,"20.0%"
9878,67,4036,170762.03,958.33,"23.7%"
9879,65,2617,127738.04,716.87,"27.4%"
9880,67,3753,129279.38,725.52,"19.3%"
9881,62,3039,127053.22,713.03,"23.5%"
9882,60,3369,142534.14,799.91,"23.7%"
9883,62,5777,231547.14,1299.46,"22.5%"
9884,61,2634,97928.44,549.58,"20.9%"
9885,61,2648,99190.89,556.67,"21.0%"
9886,65,2446,107847,605.24,"24.7%"
9887,61,2377,115221.22,646.63,"27.2%"
9888,60,2934,123760.33,694.55,"23.7%"
9889,68,4079,147077.06,825.41,"20.2%"
9890,68,2908,140476.79,788.36,"27.1%"
9891,63,4517,178667.24,1002.69,"22.2%"
9892,67,4678,186639.26,1047.43,"22.4%"
9893,66,1733,89924.15,504.66,"29.1%"
9894,62,5344,188784.11,1059.47,"19.8%"
9895,61,4555,168005.87,942.86,"20.7%"
9896,63,4567,167868.67,942.09,"20.6%"
9897,67,5261,197732.02,1109.68,"21.1%"
9899,65,5747,235898.73,1323.88,"23.0%"
9900,72,1543,55944.41,313.96,"20.3%"
9901,76,3528,149211.05,837.38,"23.7%"
9902,69,3265,133568.71,749.6,"23.0%"
9903,78,3871,132483.06,743.5,"19.2%"
9904,70,2204,116942.25,656.29,"29.8%"
9905,74,2808,115454.47,647.94,"23.1%"
9906,75,1859,80060.83,449.31,"24.2%"
9907,72,5017,170533.88,957.05,"19.1%"
9908,70,3835,142650.34,800.56,"20.9%"
9909,78,1543,62368.82,350.02,"22.7%"
9910,70,6107,204875.96,1149.78,"18.8%"
9911,71,3192,134039.84,752.24,"23.6%"
9912,73,3850,169168.25,949.38,"24.7%"
9913,75,5936,221305.87,1241.98,"20.9%"
9914,71,3759,144948.32,813.46,"21.6%"
9915,71,6059,195104.43,1094.94,"18.1%"
9916,72,3552,121106.2,679.66,"19.1%"
9917,74,2991,118345.79,664.16,"22.2%"
9918,69,2297,92937.7,521.57,"22.7%"
9919,76,1542,68641.01,385.22,"25.0%"
9920,75,2403,93332.8,523.79,"21.8%"
9921,71,6871,260025.72,1459.28,"21.2%"
9922,71,4343,175303.4,983.81,"22.7%"
9923,73,3293,134238.71,753.36,"22.9%"
9924,76,3236,137907.25,773.94,"23.9%"
9925,75,4718,162384.7,911.31,"19.3%"
9926,71,2211,122288.92,686.29,"31.0%"
9927,77,4979,162683.14,912.99,"18.3%"
9928,71,1151,73107.86,410.29,"35.6%"
9929,70,5328,199511.35,1119.67,"21.0%"
9930,75,4668,162120.29,909.83,"19.5%"
9931,70,2730,110750.17,621.54,"22.8%"
9932,73,2937,131598.36,738.54,"25.1%"
9933,71,4329,139172.4,781.04,"18.0%"
9934,71,11508,378162.73,2122.27,"18.4%"
9935,69,1322,64812.39,363.73,"27.5%"
9936,75,2903,103798.72,582.52,"20.1%"
9937,78,3602,128702.04,722.28,"20.1%"
9938,76,1410,86941.23,487.92,"34.6%"
9939,72,3106,133127.12,747.12,"24.1%"
9940,70,2009,104884.5,588.62,"29.3%"
9941,74,2292,95609.08,536.56,"23.4%"
9942,76,2905,143377.36,804.64,"27.7%"
9943,71,1912,99095.45,556.13,"29.1%"
9944,75,3349,110619.47,620.8,"18.5%"
9945,76,2253,109324.67,613.54,"27.2%"
9946,75,9726,345851.41,1940.94,"20.0%"
9947,70,2790,97341.24,546.28,"19.6%"
9948,72,2450,97396.17,546.59,"22.3%"
9949,75,6186,226791.72,1272.77,"20.6%"
9950,77,3452,138559.24,777.6,"22.5%"
9951,76,4381,174781.99,980.89,"22.4%"
9952,74,1929,93716.45,525.94,"27.3%"
9953,78,2133,76654.34,430.19,"20.2%"
9954,78,1312,85375.57,479.13,"36.5%"
9955,78,4519,170148.85,954.89,"21.1%"
9956,70,3672,145540.4,816.78,"22.2%"
9957,76,3996,163622.17,918.26,"23.0%"
9958,78,4955,196082.16,1100.43,"22.2%"
9959,75,3726,130345.5,731.51,"19.6%"
9960,70,1648,85371.51,479.11,"29.1%"
9961,77,2340,100882.74,566.16,"24.2%"
9962,74,2658,88747.24,498.05,"18.7%"
9963,69,1984,65555.44,367.9,"18.5%"
9964,73,5033,178415.21,1001.28,"19.9%"
9965,72,2419,119844.94,672.58,"27.8%"
9966,75,4191,154823.86,868.88,"20.7%"
9967,76,2285,76984.62,432.04,"18.9%"
9968,75,1792,88435.89,496.31,"27.7%"
9969,74,3475,110404.7,619.6,"17.8%"
9970,78,7351,284412.9,1596.14,"21.7%"
9971,71,6760,270944.67,1520.56,"22.5%"
9972,75,2173,114032.87,639.96,"29.5%"
9973,77,2482,90453.39,507.63,"20.5%"
9974,78,1782,102726.75,576.51,"32.4%"
9975,71,2989,104890.24,588.65,"19.7%"
9976,76,7388,271091.33,1521.38,"20.6%"
9977,73,6286,244884.26,1374.31,"21.9%"
9978,69,5631,193940.75,1088.41,"19.3%"
9979,75,3526,131166.07,736.11,"20.9%"
9980,69,5520,207475.6,1164.37,"21.1%"
9981,75,2889,133673.51,750.18,"26.0%"
9982,69,3454,144152.73,808.99,"23.4%"
9983,71,2678,120729.8,677.54,"25.3%"
9984,76,5862,211031.04,1184.32,"20.2%"
9985,76,3793,144694.45,812.03,"21.4%"
9986,72,3237,121808.27,683.6,"21.1%"
9987,71,7906,314856.74,1767,"22.4%"
9988,70,3070,145068.92,814.14,"26.5%"
9989,72,4739,187804.34,1053.97,"22.2%"
9990,73,8861,323581.96,1815.96,"20.5%"
9991,73,2407,83230.72,467.1,"19.4%"
9992,75,1523,66926.06,375.59,"24.7%"
9993,74,5938,187408.84,1051.75,"17.7%"
9994,78,1961,83715.46,469.82,"24.0%"
9995,73,7053,264309.5,1483.32,"21.0%"
9996,70,1144,45477.17,255.22,"22.3%"
9997,78,3001,144948.31,813.46,"27.1%"
9998,72,2177,90455.2,507.64,"23.3%"
9999,75,2286,101857.65,571.63,"25.0%"
3647,68,6157,259776.66,1457.88,"23.7%"
3648,65,2326,136917.54,768.39,"33.0%"
3650,64,2840,143574.2,805.75,"28.4%"
3651,68,7737,346735.02,1945.9,"25.2%"
3652,67,12174,485459.56,2724.43,"22.4%"
3653,67,7582,318021.96,1784.76,"23.5%"
3654,64,4594,214420.11,1203.34,"26.2%"
3655,68,2829,107167.9,601.43,"21.3%"
3656,67,2399,137639.59,772.44,"32.2%"
3657,67,7658,323954.42,1818.05,"23.7%"
3658,67,3077,133140.75,747.19,"24.3%"
3660,68,2711,129016.47,724.05,"26.7%"
3661,63,6941,275322.27,1545.13,"22.3%"
3662,61,3022,141623.4,794.8,"26.3%"
3663,68,5768,237625.52,1333.57,"23.1%"
3665,68,4165,172398.95,967.51,"23.2%"
3668,62,5378,240781.59,1351.28,"25.1%"
3669,64,2781,109560.83,614.86,"22.1%"
3670,64,5861,251184.13,1409.66,"24.1%"
3671,65,3314,162434.92,911.59,"27.5%"
3672,66,14610,591209.86,3317.91,"22.7%"
3674,64,2776,118290.71,663.85,"23.9%"
3675,62,4004,200823.96,1127.04,"28.1%"
3676,66,1802,122208.81,685.84,"38.1%"
3677,60,5127,223888.85,1256.48,"24.5%"
3678,61,5740,278740.47,1564.31,"27.3%"
3679,65,1633,103049.17,578.32,"35.4%"
3681,68,1983,84638.77,475,"24.0%"
3682,64,3980,170280.75,955.63,"24.0%"
3683,63,3468,154797.62,868.73,"25.0%"
3684,61,3605,184816.87,1037.2,"28.8%"
3685,68,7925,319885.47,1795.22,"22.7%"
3686,65,2557,151788.86,851.85,"33.3%"
